smiles,carcino,dili,genotox
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,,0.0,0.0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,0.0,
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,,0.0,0.0
COc1cc(C2c3cc4c(cc3C(OC3OC(C)C(OC(O)c5cccs5)C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,0.0,
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,,0.0,
CC(=O)CC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2CC2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,,0.0,
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,,0.0,
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,,0.0,1.0
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,,0.0,0.0
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,,0.0,
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,,0.0,
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,,0.0,0.0
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,,0.0,
C=Cc1c(C)c2cc3nc(c(CC(=O)NC(CC(=O)O)C(=O)O)c4nc(cc5[nH]c(cc1[nH]2)c(C)c5CC)C(C)=C4C(=O)O)C(CCC(=O)O)C3C,,0.0,
CCC1(CC)C(=O)NCC(C)C1=O,,0.0,
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,,0.0,0.0
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,,0.0,0.0
Cc1cc(C2CCCCC2)n(O)c(=O)c1,,0.0,
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,0.0,0.0
CN(C)C(=O)Oc1ccc[n+](C)c1,,0.0,
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,,0.0,
C#CCNC1CCc2ccccc21,,0.0,0.0
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,,0.0,
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,,0.0,0.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,,0.0,
CN1CC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,,0.0,
CC1C(=O)c2[nH]cnc2C(C)C1=O,,0.0,
O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C1O)c1cc(O)c(O)c(O)c1,,0.0,
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,,0.0,
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,,0.0,
C=CCOCC1CN2CCO[Si](C)(O1)OC(COCC=C)C2,,0.0,
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,,0.0,
O=C1NCCN1c1ncc([N+](=O)[O-])s1,,0.0,
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,,0.0,
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,,0.0,
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,,0.0,
CNCCCC12CCC(c3ccccc31)c1ccccc12,,0.0,
Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,,0.0,0.0
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,,0.0,
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,,0.0,
N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,,0.0,
O=C(O)CSCC(=O)NC1CCSC1=O,,0.0,
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,,0.0,0.0
Nc1n[n+](O)c2ccccc2[n+]1O,,0.0,
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)NOC2=O)cc1,,0.0,
NC(C(=O)O)C1CC(Cl)=NO1,,0.0,
C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,,0.0,
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,,0.0,0.0
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,,0.0,
CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,,0.0,
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,,0.0,
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,0.0,1.0
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,,0.0,
O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,,0.0,
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,,0.0,
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,,0.0,0.0
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,,0.0,
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,,0.0,
CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,,0.0,
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,,0.0,
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,,0.0,
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,,0.0,
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,,0.0,
COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,,0.0,
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],,0.0,
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,,0.0,0.0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)n1c(C(=O)O)cn(C)c1=O,,0.0,
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,,0.0,
CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,,0.0,
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,,0.0,
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,,0.0,0.0
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,,0.0,0.0
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,,0.0,0.0
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,,0.0,
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=S)CCC4(C)C3CC(=O)C12C,,0.0,
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,,0.0,
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,,0.0,
O=C(O)CN(CCN(CC(=O)O)CC(COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)O)CC(=O)O)CC(=O)O,,0.0,
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,0.0,0.0
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,,0.0,
NCCc1cnc[nH]1,,0.0,
CCOC(=O)c1cncn1C(C)c1ccccc1,,0.0,
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,0.0,0.0
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,,0.0,0.0
CN1C(=O)C(NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,,0.0,
CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,,0.0,
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,,0.0,0.0
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,,0.0,
CC(C)C1NC(N(C)S(C)(=O)=O)[N]C(C2CCC(F)CC2)C1C=CC(O)CC(O)CC(=O)O,,0.0,
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,,0.0,
COC1C(OC(=O)NC(=O)CCl)CCC2(CO2)C1C1(C)OC1CC=C(C)C,,0.0,
CC(C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C,,0.0,
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,,0.0,
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,,0.0,
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,,0.0,0.0
CC1C(c2ccccc2)OCCN1C,,0.0,
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,,0.0,
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,,0.0,
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,,0.0,0.0
CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,,0.0,0.0
C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,,0.0,
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,,0.0,0.0
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O,,0.0,0.0
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,,0.0,
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,,0.0,
CCCCCCCCCC=CC=CC(=O)NCC(=O)NC1C(O)C(O)C(Nc2ncnc3nc[nH]c23)OC1C(O)CO,,0.0,
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,,0.0,
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,,0.0,
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,,0.0,
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,,0.0,
C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,,0.0,
COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,,0.0,
COc1ccc(-c2cc(=S)ss2)cc1,,0.0,
CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,,0.0,
CC(=O)NC1C(O)OC(OS(=O)(=O)O)C(O)C1OC1OC(C(=O)O)C(O)C(O)C1O,,0.0,
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,,0.0,
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,,0.0,
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,,0.0,
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,,0.0,0.0
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,,0.0,
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,,0.0,0.0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,,0.0,
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,,0.0,
CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,,0.0,
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,,0.0,
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,,0.0,
CCc1c(C)c2cc3nc(cc4nc(cc5[nH]c(cc1[nH]2)c(C)c5C(C)O)C(C)=C4CCC(=O)O)C(CCC(=O)O)=C3C,,0.0,
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,,0.0,1.0
CCCCCN=C(N)NNC=C1C=Nc2ccc(OC)cc21,,0.0,
CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,,0.0,
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,,0.0,
C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,0.0,
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,,0.0,
COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,,0.0,
CC(C)N=C=NC(C)C,,,1.0
CC=C(C)C,,,1.0
CSCCC=O,,,1.0
CCOP(=S)(OCC)SCCSCC,,,1.0
O=C(O)CCl,,,1.0
N=C(N)S(=O)O,,,1.0
CC(C)=CCCC(C)=CC#N,,,1.0
CCCC=NO,,,1.0
CNC(=O)C=C(C)OP(=O)(OC)OC,,,1.0
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,,,1.0
C=COC(N)=O,,,1.0
COS(C)(=O)=O,,,1.0
NCP(=O)(O)O,,,1.0
CC(=O)NN,,,1.0
CC[S+]([O-])CCSP(=O)(OC)OC,,,1.0
ClC(Cl)C(Cl)Cl,,,1.0
ClCC(Cl)(Cl)Cl,,,1.0
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,,,1.0
O=C(O)C(Br)Br,,,1.0
CC(C)OS(C)(=O)=O,,,1.0
O=C(CCl)NCO,,,1.0
ClC=CCCl,,,1.0
OCCOCCOCCOCCO,,,1.0
CCOC(=O)NO,,,1.0
CN(N=O)C(=N)N[N+](=O)[O-],,,1.0
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,,,1.0
CN(C)C(=O)Cl,,,1.0
CO[P+](=O)OC,,,1.0
CC(=O)CC(C)=O,,,1.0
C=CC(=O)NCNC(=O)C=C,,,1.0
CN(N=O)C(N)=O,,,1.0
CC=Cc1ccc(O)c(OC)c1,,,1.0
Cc1ccc(N)c(N)c1,,,1.0
NNc1ccccc1,,,1.0
CNC(=O)Oc1ccccc1OC(C)C,,,1.0
CN(C)N=Nc1ccc(Cl)cc1,,,1.0
NC(=O)c1ccccc1,,,1.0
CN(C)N=Nc1ccc(Br)cc1,,,1.0
CN(C)N=Nc1c(Cl)cc(Cl)cc1Cl,,,1.0
Nc1ccccc1,,,1.0
Clc1ccc(Cl)c(Cl)c1,,,1.0
CC(N)C(=O)c1ccccc1,,,1.0
NC(=S)c1ccccc1,,,1.0
Nc1ccc(Cl)cc1,,,1.0
FC(F)(F)c1ccc(Cl)cc1,,,1.0
Clc1cccc(Cl)c1Cl,,,1.0
O=[N+]([O-])C(Br)=Cc1ccccc1,,,1.0
Cc1cccc(I)c1,,,1.0
O=C(CCCCCCC(=O)Nc1ccccc1)NO,,,1.0
Clc1cc(Cl)cc(Cl)c1,,,1.0
C=C(C)c1ccccc1,,,1.0
C[N+](C)(C)Cc1ccccc1,,,1.0
Clc1cccc(Cl)c1,,,1.0
NC(=O)C1CO1,,,1.0
C=CC1(C)CO1,,,1.0
C=CC1CO1,,,1.0
C=C(C)C(=O)OCC1CO1,,,1.0
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,,,1.0
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,,,1.0
Nc1ncnc2c1ncn2C1CCC(CO)O1,,,1.0
Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,,,1.0
Nc1ccn(C2CCC(CO)O2)c(=O)n1,,,1.0
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,,1.0
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,,,1.0
COc1c(OC)c(O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1OC,,,1.0
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,,,1.0
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,,,1.0
CCN(CC)CC(O)CNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,,,1.0
O=P1(N(CCCl)CCCl)OCCCN1CCCl,,,1.0
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,,,1.0
O=C1c2ccccc2-c2ccc([N+](=O)[O-])c3cccc1c23,,,1.0
Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,,,1.0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,,1.0
CN(N=O)C(=O)Oc1cccc2c1OC(C)(C)C2,,,1.0
CNC(=O)Oc1cccc2c1OC(C)(C)C2O,,,1.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,,1.0
Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,,,1.0
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,,,1.0
CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,,,1.0
CC1=C(O)C(=O)C(C)O1,,,1.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,,,1.0
Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,,,1.0
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,,,1.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,,1.0
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,,,1.0
Cc1c[n+]([O-])c2ccccc2c1[N+](=O)[O-],,,1.0
O=c1cc(CO)occ1O,,,1.0
Cc1occc(=O)c1O,,,1.0
[O-][N+](=Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1,,,1.0
[O-][N+](=Nc1ccccc1)c1ccccc1,,,1.0
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,,,1.0
CC1=CC(=O)NS(=O)(=O)O1,,,1.0
COc1cc2c(c(O)c1OC)C13CCC(OC)CC1N(CC3)C2,,,1.0
OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5,,,1.0
c1ccc([Sn+](c2ccccc2)c2ccccc2)cc1,,,1.0
CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,,,1.0
c1nnc(NCNc2nncs2)s1,,,1.0
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,,,1.0
Nc1nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,,,1.0
Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,,,1.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,,,1.0
CC1C(=O)CC2(C(C)C)CC12,,,1.0
Cc1c(O)c(=O)ccn1C,,,1.0
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,,,1.0
Cc1c(C(=O)NCCO)[n+](=O)c2ccccc2n1[O-],,,1.0
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,,,1.0
NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,,,1.0
CC(=O)c1c(O)cc(C)oc1=O,,,1.0
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],,,1.0
CCOC(=O)Nc1ccc(SCC2COC(Cn3ccnc3)(c3ccc(Cl)cc3Cl)O2)cc1,,,1.0
COCC(C)O,,,0.0
CNC(=O)CC(C)=O,,,0.0
CC(C)CC(CN)CC(=O)O,,,0.0
FC(F)=C(F)F,,,0.0
ClC(Cl)C(Cl)(Cl)Cl,,,0.0
OC(CCl)CCl,,,0.0
N#CCCC(Br)(C#N)CBr,,,0.0
OCC#CCO,,,0.0
CCOP(=O)(OCC)OCC,,,0.0
NNC(N)=O,,,0.0
O=C(O)C(O)C(O)C(=O)O,,,0.0
C=C(C#N)C(=O)OCC,,,0.0
C=CC(C)=O,,,0.0
CC(=O)CC(N)=O,,,0.0
C=C(C)C(=O)NCCCN(C)C,,,0.0
O=C(O)C(Cl)Br,,,0.0
CCCCCCCCCCCCCCCCCCO,,,0.0
OCC(O)CI,,,0.0
COC(N)=O,,,0.0
CN(C)CCOCCN(C)C,,,0.0
CCCCCCCCCCCCN=C(N)N,,,0.0
C=CC(C)(C)O,,,0.0
CCNCC,,,0.0
CCCCOC(=O)C=CC(=O)OCCCC,,,0.0
COCCOCCOCCO,,,0.0
C=CC(=O)CC,,,0.0
N#CSCSC#N,,,0.0
O=C(O)C(Cl)Cl,,,0.0
CCCCCC=CC=CC=O,,,0.0
NCCNCCO,,,0.0
CCCCCCCCCCCCO,,,0.0
O=[N+]([O-])C(Br)(CO)CO,,,0.0
C=C(CC(=O)O)C(=O)O,,,0.0
FC(F)(Cl)Br,,,0.0
NCCCCCCN,,,0.0
N#CC(Br)Br,,,0.0
CCOC(C)(C)C,,,0.0
CN(C)CCCCl,,,0.0
C=CCS(=O)(=O)CC=C,,,0.0
CCCCOCCOCCO,,,0.0
CC(=O)NC(CC(=O)O)C(=O)O,,,0.0
C=CC=CC,,,0.0
CC(=O)C(C)=O,,,0.0
COC(=O)C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC(=O)O,,,0.0
CCNC(=O)CC(C)=O,,,0.0
CC(=O)C(C)O,,,0.0
O=C=NCCCCCCN=C=O,,,0.0
CC(=O)C=C(C)C,,,0.0
O=C(O)CCCCCCCCCCC(=O)O,,,0.0
CCC(=O)C(C)=O,,,0.0
C=CC(=C)CCC=C(C)C,,,0.0
CN(C)CCO,,,0.0
CC(Cl)(Cl)Cl,,,0.0
NC(=O)CC(N)=O,,,0.0
CCCCNC(=O)OCC#CI,,,0.0
O=C(O)CNCP(=O)(O)O,,,0.0
CCOC(C)=O,,,0.0
CCNC(=O)NC(=O)C(C#N)=NOC,,,0.0
O=C(O)C(Cl)(Cl)Br,,,0.0
CN(C)C(=N)NC(=N)N,,,0.0
C=CC(=C)Cl,,,0.0
NCCCNCCS,,,0.0
ClCCCCl,,,0.0
CC(=O)CC(=O)N(C)C,,,0.0
CCCC=O,,,0.0
CC(C=CC=C(C)C=CC(=O)O)=CC=CC=C(C)C=CC=C(C)C=CC(=O)O,,,0.0
CCC(C)=O,,,0.0
O=C(O)c1cccc([N+](=O)[O-])c1,,,0.0
Nc1ccccc1Cl,,,0.0
Cc1cccc(C)c1NC(=O)C(C)N,,,0.0
CC(=O)C=Cc1ccccc1,,,0.0
CCOc1cc(C=O)ccc1O,,,0.0
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,,,0.0
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,,,0.0
Cc1ccc(N)cc1O,,,0.0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,,,0.0
Nc1ccccc1[N+](=O)[O-],,,0.0
C=CCOC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC=C,,,0.0
Cc1c(O)c(Br)c(Br)c(Br)c1Br,,,0.0
CC(C)(C)OOC(=O)c1ccccc1,,,0.0
Cc1ccc(N(C)C)cc1,,,0.0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,,0.0
N#Cc1ccccc1,,,0.0
Clc1cc(Cl)c(Cl)cc1Cl,,,0.0
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,,,0.0
O=C(O)c1ccc(C(=O)O)cc1,,,0.0
CCCCCCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,,,0.0
Cc1ccc(S(N)(=O)=O)cc1,,,0.0
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,0.0
CCCNC(C)C(=O)Nc1ccccc1C,,,0.0
COc1cc(C=O)ccc1O,,,0.0
COC(=O)c1ccccc1C(=O)OC,,,0.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,,,0.0
Nc1ccc(C(F)(F)F)cc1,,,0.0
Nc1cccc(Cl)c1,,,0.0
CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,,,0.0
Cc1ccccc1O,,,0.0
Cc1cccc([N+](=O)[O-])c1,,,0.0
COc1cc(COC(=O)CCCCCCC(C)C)ccc1O,,,0.0
Cc1cc(Cl)ccc1O,,,0.0
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,0.0
CC(C)c1ccccc1,,,0.0
Nc1ccc(Cl)c(Cl)c1,,,0.0
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,,,0.0
N#Cc1cc(Br)c(O)c(Br)c1,,,0.0
Cc1ccc(C)cc1,,,0.0
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,,,0.0
CC(Cc1ccccc1)NC(=O)C(N)CCCCN,,,0.0
COCC(NC(C)=O)C(=O)NCc1ccccc1,,,0.0
Oc1cccc(O)c1O,,,0.0
CCOP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1,,,0.0
CC(C)(C)c1ccc(O)c(O)c1,,,0.0
O=C(O)c1ccccc1C(=O)O,,,0.0
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,,,0.0
C=CCc1ccc(OC)cc1,,,0.0
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,,,0.0
