stdsmiles_v2,smiles_tautomer,carcino,dili,genotox
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,,,1.0
Cc1ccc(-n2[nH]c(C)c(NN=C3C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,,1.0,
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,,,0.0
Nc1ccc([N+](=O)[O-])cc1,Nc1ccc([N+](=O)[O-])cc1,0.0,,0.0
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,,1.0,
O=C1C(O)=C(O)OC1C(O)CO,OCC(O)c1oc(O)c(O)c1O,0.0,,1.0
CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,,1.0,
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,,1.0,0.0
CCCCCCCCCCCN(C)N=O,CCCCCCCCCCCN(C)N=O,1.0,,
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,,1.0,
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,,0.0,0.0
O=c1[nH]c2cc(Cl)ccc2o1,O=c1[nH]c2cc(Cl)ccc2o1,,1.0,
CCC(=O)C(C)=O,CCC(=O)C(C)=O,,,0.0
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0.0,,
Cc1c(O)c(=O)ccn1C,Cc1c(O)c(=O)ccn1C,,,1.0
C=CC(=C)CCC=C(C)C,C=CC(=C)CCC=C(C)C,,,0.0
Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,,,1.0
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.0,,
CC(N)C12CC3CC(CC(C3)C1)C2,CC(N)C12CC3CC(CC(C3)C1)C2,,0.0,
NS(=O)(=O)Cc1noc2ccccc12,NS(=O)(=O)Cc1noc2ccccc12,,1.0,
O=NN(c1ccccc1)c1ccccc1,O=NN(c1ccccc1)c1ccccc1,1.0,,
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,1.0,,
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,,0.0,1.0
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,,1.0,
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,,
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,,0.0,
CNCC(O)c1ccc(O)c(O)c1,CNCC(O)c1ccc(O)c(O)c1,,0.0,
CC(=O)CC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2CC2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC(=O)C=C1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2CC2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)C1C2(C)C,,0.0,
CCN(CC)CC(O)CNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,CCN(CC)CC(O)CNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,,,1.0
N#[N+]c1cc(CCN)ccc1[O-],N#[N+]c1cc(CCN)ccc1[O-],1.0,,
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,,1.0,
Nc1cc([N+](=O)[O-])ccc1C(=O)O,Nc1cc([N+](=O)[O-])ccc1C(=O)O,0.0,,
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,0.0,,
CN(C)CCO,CN(C)CCO,,,0.0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,1.0,0.0
CSC(=O)c1cccc2nnsc12,CSC(=O)c1cccc2nnsc12,,,0.0
CC1OC(C2C=C(F)C(=O)NC2=O)C(O)C1O,CC1OC(c2cc(F)c(=O)[nH]c2O)C(O)C1O,,1.0,
CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccccc3Cc3ccccc3C2C1,,1.0,
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,,1.0,
Cc1cccc(C)c1N,Cc1cccc(C)c1N,0.0,,
CN(C)CCN(Cc1ccccc1)c1ccccn1,CN(C)CCN(Cc1ccccc1)c1ccccn1,,1.0,
C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,,1.0,
c1ccc2ccccc2c1,c1ccc2ccccc2c1,1.0,,0.0
NCC1(CC(=O)O)CCCCC1,NCC1(CC(=O)O)CCCCC1,1.0,,0.0
CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,0.0,,
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,,0.0,
COc1cc(C2c3cc4c(cc3C(OC3OC(C)C(OC(O)c5cccs5)C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COc1cc(C2c3cc4c(cc3C(OC3OC(C)C(OC(O)c5cccs5)C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,0.0,
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,,1.0,1.0
c1ccccc1,c1ccccc1,1.0,,1.0
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,,1.0,
CCCN(CCC)CCc1cccc2c1CC(=O)N2,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,,1.0,0.0
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,,1.0,
COc1ccc(CN2CCNCC2)c(OC)c1OC,COc1ccc(CN2CCNCC2)c(OC)c1OC,,1.0,
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,,0.0
O=NN1CC(=O)NC1=O,O=Nn1cc(O)[nH]c1=O,1.0,,
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,1.0,0.0
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.0,
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,,1.0,
CON=C(N)c1ccc(-c2ccc(-c3ccc(C(N)=NOC)cc3)o2)cc1,CON=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1,,1.0,
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,,0.0,0.0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,0.0,
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0.0,1.0,
CC1(C)COC1=O,CC1(C)COC1=O,1.0,,
CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,,0.0,0.0
CCSCC(N)C(=O)O,CCSCC(N)C(=O)O,0.0,,
CN(C)N=O,CN(C)N=O,,1.0,1.0
O=P1(N(CCCl)CCCl)OCCCN1CCCl,O=P1(N(CCCl)CCCl)OCCCN1CCCl,,,1.0
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,,1.0,0.0
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,,0.0,
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,,1.0,0.0
Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCSC23)cs1,,0.0,
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0.0,,0.0
CC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,,,0.0
CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-],CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-],0.0,,
ClC=CCCl,ClC=CCCl,,,1.0
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,,0.0,
O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,,0.0,
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,,0.0,
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,,,0.0
N#Cc1cc(Br)c(O)c(Br)c1,N#Cc1cc(Br)c(O)c(Br)c1,,,0.0
CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,,0.0,0.0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,,1.0,
COc1ccc(C(=O)C(Br)=CC(=O)O)cc1,COc1ccc(C(=O)C(Br)=CC(=O)O)cc1,1.0,,1.0
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,0.0,
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,,0.0,
Nc1cc(Cl)cc(Cl)c1,Nc1cc(Cl)cc(Cl)c1,,0.0,
CCCCN1CC(O)C(O)C(O)C1CO,CCCCN1CC(O)C(O)C(O)C1CO,,0.0,0.0
Cn1c(N)nc2ncc(-c3ccccc3)cc21,Cn1c(N)nc2ncc(-c3ccccc3)cc21,1.0,,1.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.0,,1.0
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,,1.0,
Cc1ccc(C)cc1,Cc1ccc(C)cc1,,,0.0
CC1C(=O)CC2(C(C)C)CC12,CC1C(=O)CC2(C(C)C)CC12,,,1.0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.0,,
CC(=O)Nc1ccc(-c2ccccc2)cc1O,CC(=O)Nc1ccc(-c2ccccc2)cc1O,0.0,,
O=NN(CCCC(F)(F)F)CCCC(F)(F)F,O=NN(CCCC(F)(F)F)CCCC(F)(F)F,1.0,,
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0.0,,
Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,0.0,,
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1.0,,
CNCCc1ccccn1,CNCCc1ccccn1,,1.0,
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1CCCl,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1CCCl,,,0.0
CN(C)c1nc(N(C)C)nc(N(C)C)n1,CN(C)c1nc(N(C)C)nc(N(C)C)n1,,0.0,
CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21,CC(N)C(=O)NC(C)C(=O)NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC21,,1.0,0.0
CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,1.0,,1.0
CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,0.0,,
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,1.0,
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,,1.0,
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3=CC(Cl)=C4CC(=O)C5CC5C4(C)C3CCC21C,,,0.0
OCCOCCOCCOCCO,OCCOCCOCCOCCO,,,1.0
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,,1.0,1.0
O=C(O)CCCCC=C(c1ccccc1)c1cccnc1,O=C(O)CCCCC=C(c1ccccc1)c1cccnc1,0.0,,
O=NN1CCCCC1,O=NN1CCCCC1,1.0,,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,,0.0,0.0
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.0,
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,,0.0,
Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,0.0,,
O=C1C(=O)C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O,,0.0,0.0
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,,0.0,
CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,,0.0,
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,0.0,
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,,1.0,0.0
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,,1.0,
Oc1ccccc1Br,Oc1ccccc1Br,,1.0,
Cc1ncc([N+](=O)[O-])n1CCO,Cc1ncc([N+](=O)[O-])n1CCO,1.0,,1.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,,,1.0
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,0.0,,
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,,,1.0
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,,0.0,
O=C1N(CCO)CCN1N=Cc1ccc([N+](=O)[O-])o1,O=C1N(CCO)CCN1N=Cc1ccc([N+](=O)[O-])o1,1.0,,
C1COCOC1,C1COCOC1,,,0.0
CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,,0.0,0.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,,0.0,
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,1.0,
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O,,0.0,
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,,,0.0
Cc1cc(=O)n(-c2ccccc2)n1C,Cc1cc(=O)n(-c2ccccc2)n1C,1.0,,
ON=C1CCCCC1,ON=C1CCCCC1,,,0.0
O=C1CCO1,O=C1CCO1,1.0,,
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,,,0.0
OC(CBr)C(O)C(O)C(O)CBr,OC(CBr)C(O)C(O)C(O)CBr,1.0,,1.0
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,,1.0,
CCCCCl,CCCCCl,0.0,,
CCOC(=O)NO,CCOC(O)=NO,,,1.0
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,0.0,1.0,
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,,1.0,0.0
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.0,1.0,
CNCCC(Oc1ccccc1C)c1ccccc1,CNCCC(Oc1ccccc1C)c1ccccc1,,1.0,0.0
CC1CN(N=O)C(=O)NC1=O,CC1CN(N=O)C(=O)NC1=O,0.0,,
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,1.0,0.0
O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],,,0.0
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1,,1.0,
CC=Cc1ccc2c(c1)OCO2,CC=Cc1ccc2c(c1)OCO2,1.0,,
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,1.0,0.0
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,,1.0,
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,,,0.0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,1.0,1.0,0.0
NCCNCCNCCN,NCCNCCNCCN,,0.0,
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.0,0.0,
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,1.0,1.0
S=C=NCCCCCCc1ccccc1,S=C=NCCCCCCc1ccccc1,0.0,,
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,CC#CC1(O)CCC2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)CC21C,,0.0,
CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,,,0.0
C1N2CN3CN1CN(C2)C3,C1N2CN3CN1CN(C2)C3,0.0,,
CNC(=S)NC,CNC(=S)NC,0.0,,
Cc1cccc(I)c1,Cc1cccc(I)c1,,,1.0
NCCCC(N)(C(=O)O)C(F)F,NCCCC(N)(C(=O)O)C(F)F,0.0,0.0,
CCCCCC,CCCCCC,0.0,,0.0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1.0,,
